Order_ID,Selling_Price,AWB_Number,Delivery_Partner,Item_Quantity,Payment_Mode,Shipping_City,Shipping_State,Product
10671,1431,15894811,XpressBees,2,COD,Ahmedabad,Gujarat,Hand Wash
10672,4444,56667658,ShadowFax,1,COD,Mumbai,Maharashtra,Dish Soap
10673,4361,91441547,XpressBees,1,COD,Chennai,Tamil Nadu,Floor Cleaner
10674,1458,61608091,XpressBees,1,COD,Chennai,Tamil Nadu,Dish Sponge
10675,4737,73296542,XpressBees,2,Prepaid,Bangalore,Karnataka,Soap Bar
10676,4954,56185444,Ekart,2,COD,Chennai,Tamil Nadu,Soap Bar
10677,3277,37364279,Ekart,3,Prepaid,Delhi,Delhi,Broom
10678,2228,47804528,XpressBees,3,COD,Bangalore,Karnataka,Water Bottle
10679,2280,41188223,Ekart,3,Prepaid,Delhi,Delhi,Electric Kettle
10680,4992,59795484,ShadowFax,3,Prepaid,Mumbai,Maharashtra,Dinner Plate Set
10681,237,46455300,XpressBees,4,COD,Hyderabad,Telangana,Soap Bar
10682,3572,91979260,ShadowFax,3,Prepaid,Pune,Maharashtra,Garbage Bags
10683,2932,90423340,XpressBees,4,Prepaid,Ahmedabad,Gujarat,Garbage Bags
10684,3679,37889224,XpressBees,3,Prepaid,Ahmedabad,Gujarat,Storage Container
10685,3131,16306206,Ekart,4,COD,Hyderabad,Telangana,Mop
10686,4264,93579350,Ekart,3,COD,Kolkata,West Bengal,Storage Container
10687,2693,48114170,ShadowFax,1,COD,Pune,Maharashtra,Hand Wash
10688,4400,43447861,Ekart,1,COD,Delhi,Delhi,Water Bottle
10689,3918,33237587,XpressBees,2,COD,Hyderabad,Telangana,Dish Soap
10690,4238,57432948,Ekart,4,Prepaid,Kolkata,West Bengal,Toilet Cleaner
10691,3923,56513710,ShadowFax,1,COD,Kolkata,West Bengal,Mop
10692,4142,39848711,ShadowFax,2,COD,Ahmedabad,Gujarat,Laundry Detergent
10693,2006,48619823,Ekart,4,Prepaid,Kolkata,West Bengal,Floor Cleaner
10694,860,59755327,ShadowFax,4,Prepaid,Chennai,Tamil Nadu,Dish Sponge
10695,3545,17149873,Ekart,4,Prepaid,Delhi,Delhi,Toothpaste
10696,999,73738922,XpressBees,4,Prepaid,Hyderabad,Telangana,Floor Cleaner
10697,4555,28792812,Ekart,1,COD,Delhi,Delhi,Toilet Cleaner
10698,3047,72649678,XpressBees,2,Prepaid,Chennai,Tamil Nadu,Broom
10699,1819,16053463,Ekart,4,Prepaid,Ahmedabad,Gujarat,Dish Sponge
10700,380,52079412,Ekart,4,Prepaid,Ahmedabad,Gujarat,Dish Soap
10701,3366,14430629,XpressBees,1,COD,Ahmedabad,Gujarat,Curtains
10702,1987,77772472,ShadowFax,3,Prepaid,Pune,Maharashtra,Toilet Cleaner
10703,3366,42811272,Ekart,1,Prepaid,Pune,Maharashtra,Dinner Plate Set
10704,766,88519128,XpressBees,2,COD,Delhi,Delhi,Curtains
10705,4288,66820366,XpressBees,3,COD,Chennai,Tamil Nadu,Water Bottle
10706,771,21535898,XpressBees,3,COD,Kolkata,West Bengal,Dish Soap
10707,2069,92773164,ShadowFax,1,COD,Ahmedabad,Gujarat,Dish Soap
10708,4256,80461428,ShadowFax,2,COD,Kolkata,West Bengal,Air Freshener
10709,3222,68077189,Ekart,1,Prepaid,Chennai,Tamil Nadu,Broom
10710,4799,79330959,XpressBees,4,Prepaid,Mumbai,Maharashtra,Mop
10711,4877,16101810,ShadowFax,2,COD,Kolkata,West Bengal,Broom
10712,4000,28362140,Ekart,3,Prepaid,Ahmedabad,Gujarat,Soap Bar
10713,623,19830376,ShadowFax,2,Prepaid,Chennai,Tamil Nadu,Mop
10714,2493,68790028,XpressBees,4,COD,Mumbai,Maharashtra,Soap Bar
10715,3217,73894405,Ekart,4,COD,Pune,Maharashtra,Dinner Plate Set
10716,2693,61228179,ShadowFax,2,Prepaid,Ahmedabad,Gujarat,Storage Container
10717,2068,17662693,Ekart,4,COD,Mumbai,Maharashtra,Floor Cleaner
10718,1853,87159265,XpressBees,1,Prepaid,Hyderabad,Telangana,Cushion Cover
10719,2396,92393169,XpressBees,2,COD,Pune,Maharashtra,Toothpaste
10720,2361,50152006,Ekart,2,Prepaid,Pune,Maharashtra,Hand Wash
10721,2386,70985892,ShadowFax,3,Prepaid,Hyderabad,Telangana,Curtains
10722,4302,29200501,ShadowFax,1,COD,Kolkata,West Bengal,Dish Soap
10723,2978,25991245,XpressBees,1,Prepaid,Mumbai,Maharashtra,Soap Bar
10724,4243,69960269,Ekart,3,COD,Delhi,Delhi,Mop
10725,3744,35154947,XpressBees,1,Prepaid,Chennai,Tamil Nadu,Mop
10726,4532,32780557,Ekart,4,Prepaid,Hyderabad,Telangana,Toilet Cleaner
10727,2155,20786103,Ekart,2,Prepaid,Kolkata,West Bengal,Bucket
10728,4820,83158560,Ekart,3,COD,Delhi,Delhi,Mop
10729,1376,78766919,XpressBees,1,COD,Kolkata,West Bengal,Cushion Cover
10730,2866,12147674,XpressBees,1,COD,Pune,Maharashtra,Mop
10731,402,73946464,Ekart,4,Prepaid,Kolkata,West Bengal,Broom
10732,738,65868153,ShadowFax,2,COD,Ahmedabad,Gujarat,Air Freshener
10733,155,15278073,ShadowFax,4,Prepaid,Ahmedabad,Gujarat,Soap Bar
10734,4921,82990045,XpressBees,4,Prepaid,Delhi,Delhi,Toothpaste
10735,625,39329797,ShadowFax,4,COD,Ahmedabad,Gujarat,Mop
10736,4669,14697984,Ekart,4,COD,Bangalore,Karnataka,Hand Wash
10737,4223,49707144,Ekart,1,Prepaid,Ahmedabad,Gujarat,Water Bottle
10738,2225,18605750,ShadowFax,2,Prepaid,Ahmedabad,Gujarat,Dish Soap
10739,3387,55576223,Ekart,4,Prepaid,Chennai,Tamil Nadu,Garbage Bags
10740,464,13066720,Ekart,4,COD,Kolkata,West Bengal,Hand Wash
10741,4721,34968953,Ekart,3,Prepaid,Bangalore,Karnataka,Broom
10742,1746,96002193,Ekart,2,COD,Bangalore,Karnataka,Bucket
10743,1018,35914148,Ekart,4,COD,Mumbai,Maharashtra,Storage Container
10744,2897,89064254,XpressBees,1,Prepaid,Mumbai,Maharashtra,Dinner Plate Set
10745,1631,89583364,Ekart,2,Prepaid,Mumbai,Maharashtra,Soap Bar
10746,3445,16978871,Ekart,4,COD,Chennai,Tamil Nadu,Curtains
10747,2006,56237893,XpressBees,4,Prepaid,Hyderabad,Telangana,Toilet Cleaner
10748,3186,68201296,Ekart,4,COD,Ahmedabad,Gujarat,Mop
10749,4680,85243911,Ekart,4,Prepaid,Bangalore,Karnataka,Cushion Cover
10750,2175,45060356,Ekart,4,COD,Pune,Maharashtra,Laundry Detergent
10751,813,18972059,Ekart,4,Prepaid,Bangalore,Karnataka,Toilet Cleaner
10752,1162,90926158,XpressBees,4,Prepaid,Ahmedabad,Gujarat,Bucket
10753,2076,36974011,Ekart,2,Prepaid,Hyderabad,Telangana,Dinner Plate Set
10754,1396,90397403,ShadowFax,4,Prepaid,Kolkata,West Bengal,Hand Wash
10755,225,50223063,Ekart,1,Prepaid,Hyderabad,Telangana,Dish Soap
10756,4732,38104793,ShadowFax,4,COD,Kolkata,West Bengal,Hand Wash
10757,3696,92688582,Ekart,1,COD,Hyderabad,Telangana,Laundry Detergent
10758,3383,11878578,Ekart,1,Prepaid,Kolkata,West Bengal,Laundry Detergent
10759,1703,36465599,ShadowFax,1,Prepaid,Ahmedabad,Gujarat,Hand Wash
10760,166,25777694,Ekart,3,Prepaid,Bangalore,Karnataka,Floor Cleaner
10761,332,75444538,Ekart,4,Prepaid,Ahmedabad,Gujarat,Broom
10762,2256,86229170,Ekart,3,COD,Chennai,Tamil Nadu,Hand Wash
10763,1269,53139906,XpressBees,4,COD,Chennai,Tamil Nadu,Dinner Plate Set
10764,2258,39873818,ShadowFax,2,COD,Chennai,Tamil Nadu,Bucket
10765,4306,17900368,XpressBees,4,COD,Pune,Maharashtra,Toothpaste
10766,1593,76666655,XpressBees,2,Prepaid,Kolkata,West Bengal,Shampoo
10767,4818,99190091,Ekart,3,COD,Bangalore,Karnataka,Laundry Detergent
10768,4107,55524653,XpressBees,2,COD,Delhi,Delhi,Curtains
10769,2572,70457635,Ekart,3,Prepaid,Hyderabad,Telangana,Mop
10770,2760,93787851,ShadowFax,3,COD,Ahmedabad,Gujarat,Air Freshener
10771,2839,51344651,XpressBees,2,Prepaid,Ahmedabad,Gujarat,Air Freshener
10772,1861,96936890,XpressBees,4,Prepaid,Kolkata,West Bengal,Hand Wash
10773,3614,11779923,ShadowFax,1,Prepaid,Delhi,Delhi,Mop
10774,2075,56263977,ShadowFax,4,COD,Bangalore,Karnataka,Toothpaste
10775,2462,91576258,XpressBees,1,Prepaid,Hyderabad,Telangana,Toilet Cleaner
10776,976,89141150,Ekart,3,COD,Delhi,Delhi,Garbage Bags
10777,3912,45110148,XpressBees,1,Prepaid,Pune,Maharashtra,Dish Sponge
10778,3548,87437523,ShadowFax,1,Prepaid,Pune,Maharashtra,Air Freshener
10779,1412,43829607,XpressBees,3,COD,Hyderabad,Telangana,Toilet Cleaner
10780,1560,80802094,Ekart,1,Prepaid,Hyderabad,Telangana,Mop
10781,2809,49792887,XpressBees,3,COD,Pune,Maharashtra,Shampoo
10782,2424,10803497,XpressBees,2,COD,Pune,Maharashtra,Air Freshener
10783,1833,11821879,XpressBees,4,Prepaid,Kolkata,West Bengal,Dish Sponge
10784,1705,47576842,XpressBees,4,COD,Kolkata,West Bengal,Air Freshener
10785,2663,91540844,Ekart,3,COD,Delhi,Delhi,Toothpaste
10786,3521,76054312,Ekart,2,Prepaid,Mumbai,Maharashtra,Shampoo
10787,3617,44485027,Ekart,1,COD,Hyderabad,Telangana,Air Freshener
10788,2497,63599518,Ekart,2,COD,Delhi,Delhi,Floor Cleaner
10789,3835,36922071,Ekart,4,Prepaid,Kolkata,West Bengal,Dinner Plate Set
10790,2970,60271739,Ekart,4,COD,Bangalore,Karnataka,Storage Container
10791,1260,45709313,Ekart,3,COD,Hyderabad,Telangana,Water Bottle
10792,4954,20125596,ShadowFax,1,COD,Kolkata,West Bengal,Curtains
10793,342,99123642,XpressBees,2,COD,Chennai,Tamil Nadu,Bucket
10794,2690,54409128,ShadowFax,4,COD,Chennai,Tamil Nadu,Bucket
10795,1163,31065768,ShadowFax,2,COD,Hyderabad,Telangana,Air Freshener
10796,4424,68124538,XpressBees,1,COD,Chennai,Tamil Nadu,Dish Sponge
10797,2695,18906999,XpressBees,2,COD,Mumbai,Maharashtra,Dish Sponge
10798,1019,32568542,XpressBees,2,Prepaid,Chennai,Tamil Nadu,Dish Sponge
10799,105,88849405,Ekart,3,COD,Pune,Maharashtra,Dinner Plate Set
10800,567,62359123,Ekart,3,Prepaid,Chennai,Tamil Nadu,Laundry Detergent
10801,4270,32622058,ShadowFax,3,Prepaid,Mumbai,Maharashtra,Curtains
10802,103,93343270,Ekart,2,Prepaid,Hyderabad,Telangana,Storage Container
10803,745,24698190,ShadowFax,3,Prepaid,Hyderabad,Telangana,Cushion Cover
10804,217,28578896,XpressBees,3,COD,Bangalore,Karnataka,Garbage Bags
10805,3028,87450371,Ekart,4,COD,Pune,Maharashtra,Electric Kettle
10806,2651,31668595,ShadowFax,1,COD,Bangalore,Karnataka,Floor Cleaner
10807,4389,75431582,ShadowFax,3,COD,Hyderabad,Telangana,Electric Kettle
10808,946,29883805,ShadowFax,1,COD,Bangalore,Karnataka,Cushion Cover
10809,2862,18747452,ShadowFax,4,COD,Hyderabad,Telangana,Air Freshener
10810,1241,55185476,Ekart,2,COD,Bangalore,Karnataka,Toilet Cleaner
10811,1910,39388380,Ekart,2,COD,Pune,Maharashtra,Air Freshener
10812,823,10476616,XpressBees,4,Prepaid,Pune,Maharashtra,Mop
10813,324,87118308,Ekart,1,Prepaid,Hyderabad,Telangana,Dish Soap
10814,4727,39617421,Ekart,3,Prepaid,Ahmedabad,Gujarat,Water Bottle
10815,4308,90736759,Ekart,1,Prepaid,Delhi,Delhi,Hand Wash
10816,4754,20910225,Ekart,4,COD,Ahmedabad,Gujarat,Storage Container
10817,2148,13419344,XpressBees,3,Prepaid,Chennai,Tamil Nadu,Air Freshener
10818,4849,96467001,Ekart,2,Prepaid,Kolkata,West Bengal,Storage Container
10819,4515,74390908,ShadowFax,3,COD,Kolkata,West Bengal,Broom
10820,1673,35556244,XpressBees,3,Prepaid,Hyderabad,Telangana,Mop
10821,1928,13423213,Ekart,1,Prepaid,Delhi,Delhi,Dinner Plate Set
10822,2017,73968521,ShadowFax,2,COD,Mumbai,Maharashtra,Floor Cleaner
10823,4334,20746219,Ekart,1,Prepaid,Hyderabad,Telangana,Broom
10824,2126,34093204,Ekart,4,Prepaid,Chennai,Tamil Nadu,Air Freshener
10825,3844,73893440,Ekart,3,Prepaid,Ahmedabad,Gujarat,Hand Wash
10826,1001,49237928,XpressBees,1,Prepaid,Ahmedabad,Gujarat,Air Freshener
10827,4885,72147070,Ekart,1,Prepaid,Delhi,Delhi,Electric Kettle
10828,2139,46464563,XpressBees,3,COD,Mumbai,Maharashtra,Soap Bar
10829,109,69829359,ShadowFax,4,Prepaid,Ahmedabad,Gujarat,Curtains
10830,360,76016901,Ekart,2,Prepaid,Kolkata,West Bengal,Cushion Cover
10831,1773,90288792,XpressBees,1,COD,Chennai,Tamil Nadu,Dish Soap
10832,2319,50561379,Ekart,4,Prepaid,Delhi,Delhi,Toothpaste
10833,2160,31315837,Ekart,4,Prepaid,Delhi,Delhi,Dish Sponge
10834,3813,10195842,Ekart,2,COD,Hyderabad,Telangana,Storage Container
10835,1719,76586731,XpressBees,4,COD,Chennai,Tamil Nadu,Dinner Plate Set
10836,420,81341863,Ekart,2,Prepaid,Ahmedabad,Gujarat,Toilet Cleaner
10837,1442,15513279,Ekart,3,Prepaid,Hyderabad,Telangana,Air Freshener
10838,2476,55347031,Ekart,3,Prepaid,Ahmedabad,Gujarat,Electric Kettle
10839,2932,42792665,Ekart,4,COD,Hyderabad,Telangana,Floor Cleaner
10840,2924,21231227,Ekart,2,Prepaid,Delhi,Delhi,Bucket
10841,2094,71856196,ShadowFax,4,COD,Kolkata,West Bengal,Broom
10842,3058,88002685,Ekart,4,COD,Mumbai,Maharashtra,Garbage Bags
10843,2138,30290429,Ekart,1,Prepaid,Hyderabad,Telangana,Broom
10844,3590,66161957,XpressBees,2,COD,Pune,Maharashtra,Bucket
10845,3777,85614048,XpressBees,4,Prepaid,Pune,Maharashtra,Dish Soap
10846,1218,57502516,XpressBees,2,Prepaid,Mumbai,Maharashtra,Garbage Bags
10847,1704,53314192,ShadowFax,4,COD,Chennai,Tamil Nadu,Electric Kettle
10848,4127,88148064,Ekart,4,Prepaid,Pune,Maharashtra,Air Freshener
10849,335,35574635,Ekart,3,COD,Chennai,Tamil Nadu,Toilet Cleaner
10850,2069,30592994,XpressBees,1,Prepaid,Mumbai,Maharashtra,Garbage Bags
10851,4529,32617101,XpressBees,3,COD,Chennai,Tamil Nadu,Toilet Cleaner
10852,2008,22705293,ShadowFax,2,COD,Delhi,Delhi,Dish Soap
10853,475,97462636,XpressBees,3,COD,Mumbai,Maharashtra,Water Bottle
10854,3630,98232612,Ekart,2,Prepaid,Chennai,Tamil Nadu,Dish Soap
10855,2735,79762635,XpressBees,3,COD,Bangalore,Karnataka,Shampoo
10856,1670,11107170,Ekart,4,Prepaid,Bangalore,Karnataka,Floor Cleaner
10857,2660,63622303,XpressBees,2,COD,Hyderabad,Telangana,Dish Sponge
10858,3491,13055105,Ekart,1,COD,Delhi,Delhi,Soap Bar
10859,3065,55833056,XpressBees,3,COD,Kolkata,West Bengal,Toilet Cleaner
10860,3743,12303225,Ekart,1,COD,Ahmedabad,Gujarat,Toothpaste
10861,3950,32176911,ShadowFax,2,COD,Kolkata,West Bengal,Air Freshener
10862,972,54805976,XpressBees,3,COD,Kolkata,West Bengal,Soap Bar
10863,1352,15401743,Ekart,3,COD,Hyderabad,Telangana,Bucket
10864,1414,53685199,XpressBees,4,COD,Bangalore,Karnataka,Soap Bar
10865,4920,88225930,XpressBees,2,Prepaid,Pune,Maharashtra,Hand Wash
10866,2998,18738107,Ekart,2,COD,Hyderabad,Telangana,Dish Soap
10867,177,38182735,XpressBees,2,COD,Hyderabad,Telangana,Laundry Detergent
10868,2721,56457350,Ekart,1,Prepaid,Ahmedabad,Gujarat,Broom
10869,4327,58153307,Ekart,1,Prepaid,Mumbai,Maharashtra,Soap Bar
10870,700,90228210,Ekart,2,COD,Pune,Maharashtra,Storage Container
10871,1165,65762974,XpressBees,1,Prepaid,Bangalore,Karnataka,Dish Soap
10872,2236,75658634,XpressBees,2,Prepaid,Chennai,Tamil Nadu,Broom
10873,2549,22495818,Ekart,3,COD,Kolkata,West Bengal,Dish Sponge
10874,2443,67737276,Ekart,2,Prepaid,Bangalore,Karnataka,Water Bottle
10875,1963,65423672,ShadowFax,3,COD,Chennai,Tamil Nadu,Electric Kettle
10876,1418,88120736,Ekart,4,COD,Delhi,Delhi,Storage Container
10877,4811,35240758,XpressBees,1,Prepaid,Kolkata,West Bengal,Soap Bar
10878,3697,11098026,XpressBees,2,Prepaid,Mumbai,Maharashtra,Dish Sponge
10879,3862,93288681,Ekart,1,Prepaid,Ahmedabad,Gujarat,Electric Kettle
10880,4770,96112375,ShadowFax,4,Prepaid,Delhi,Delhi,Water Bottle
10881,2290,10819696,XpressBees,1,COD,Chennai,Tamil Nadu,Dish Sponge
10882,1092,65221728,Ekart,1,Prepaid,Pune,Maharashtra,Broom
10883,2812,12027109,XpressBees,4,Prepaid,Chennai,Tamil Nadu,Mop
10884,2292,97097566,Ekart,2,Prepaid,Bangalore,Karnataka,Toothpaste
10885,1348,84593540,XpressBees,1,COD,Mumbai,Maharashtra,Soap Bar
10886,3154,23887806,ShadowFax,1,COD,Delhi,Delhi,Air Freshener
10887,4698,95031441,XpressBees,3,COD,Mumbai,Maharashtra,Hand Wash
10888,4133,49666819,Ekart,3,COD,Chennai,Tamil Nadu,Laundry Detergent
10889,2097,36856369,XpressBees,1,Prepaid,Hyderabad,Telangana,Broom
10890,3787,79696564,Ekart,4,COD,Ahmedabad,Gujarat,Dinner Plate Set
10891,2251,92503315,ShadowFax,3,Prepaid,Mumbai,Maharashtra,Toilet Cleaner
10892,4118,27104111,Ekart,2,Prepaid,Hyderabad,Telangana,Laundry Detergent
10893,3210,81202357,XpressBees,3,COD,Bangalore,Karnataka,Soap Bar
10894,2070,28710555,Ekart,1,COD,Pune,Maharashtra,Toilet Cleaner
10895,297,94162798,ShadowFax,4,Prepaid,Delhi,Delhi,Laundry Detergent
10896,2726,73447116,XpressBees,2,COD,Delhi,Delhi,Water Bottle
10897,1302,61876002,Ekart,4,Prepaid,Kolkata,West Bengal,Toothpaste
10898,2135,90290705,XpressBees,2,Prepaid,Ahmedabad,Gujarat,Water Bottle
10899,577,14751776,Ekart,1,COD,Mumbai,Maharashtra,Electric Kettle
10900,1354,44384099,Ekart,1,COD,Mumbai,Maharashtra,Water Bottle
10901,1022,82036488,XpressBees,2,COD,Hyderabad,Telangana,Electric Kettle
10902,519,41927296,Ekart,2,Prepaid,Mumbai,Maharashtra,Garbage Bags
10903,2304,93644061,XpressBees,4,Prepaid,Hyderabad,Telangana,Cushion Cover
10904,2697,36016297,Ekart,4,COD,Delhi,Delhi,Bucket
10905,1220,11436747,Ekart,3,Prepaid,Chennai,Tamil Nadu,Air Freshener
10906,3168,78565227,XpressBees,4,Prepaid,Mumbai,Maharashtra,Mop
10907,1050,38847502,ShadowFax,2,COD,Hyderabad,Telangana,Bucket
10908,2436,26674522,XpressBees,4,Prepaid,Pune,Maharashtra,Dish Sponge
10909,2343,75385564,XpressBees,4,COD,Ahmedabad,Gujarat,Toothpaste
10910,2745,38941838,ShadowFax,2,COD,Kolkata,West Bengal,Cushion Cover
10911,1957,77348066,Ekart,4,Prepaid,Pune,Maharashtra,Floor Cleaner
10912,4712,78113161,Ekart,3,COD,Chennai,Tamil Nadu,Curtains
10913,1965,51017016,XpressBees,2,COD,Hyderabad,Telangana,Mop
10914,3012,49802009,ShadowFax,1,COD,Pune,Maharashtra,Garbage Bags
10915,2953,53102625,XpressBees,4,COD,Hyderabad,Telangana,Shampoo
10916,3328,60529977,XpressBees,3,Prepaid,Kolkata,West Bengal,Dish Soap
10917,3819,10946431,Ekart,2,Prepaid,Delhi,Delhi,Curtains
10918,3328,51840782,Ekart,2,Prepaid,Chennai,Tamil Nadu,Shampoo
10919,2471,52561731,XpressBees,2,COD,Hyderabad,Telangana,Dinner Plate Set
10920,2991,13750892,XpressBees,4,COD,Chennai,Tamil Nadu,Cushion Cover
10921,3856,77124777,XpressBees,1,Prepaid,Chennai,Tamil Nadu,Hand Wash
10922,4325,48722962,ShadowFax,2,COD,Chennai,Tamil Nadu,Electric Kettle
10923,194,99892141,ShadowFax,3,Prepaid,Delhi,Delhi,Hand Wash
10924,2774,59561960,Ekart,4,Prepaid,Chennai,Tamil Nadu,Laundry Detergent
10925,2055,70812626,ShadowFax,3,COD,Ahmedabad,Gujarat,Water Bottle
10926,893,13762864,XpressBees,4,COD,Bangalore,Karnataka,Soap Bar
10927,1934,74151799,XpressBees,4,COD,Delhi,Delhi,Electric Kettle
10928,2216,57502521,ShadowFax,2,Prepaid,Kolkata,West Bengal,Curtains
10929,4206,10875940,Ekart,2,Prepaid,Kolkata,West Bengal,Bucket
10930,3425,35112385,XpressBees,3,COD,Chennai,Tamil Nadu,Laundry Detergent
10931,3019,76103765,ShadowFax,4,COD,Mumbai,Maharashtra,Water Bottle
10932,2697,54972235,XpressBees,3,Prepaid,Hyderabad,Telangana,Dish Sponge
10933,3305,78292333,XpressBees,1,Prepaid,Ahmedabad,Gujarat,Storage Container
10934,4907,90969638,Ekart,4,COD,Kolkata,West Bengal,Cushion Cover
10935,914,39513709,XpressBees,1,Prepaid,Ahmedabad,Gujarat,Hand Wash
10936,445,19667454,ShadowFax,1,COD,Pune,Maharashtra,Curtains
10937,2449,10300020,Ekart,4,Prepaid,Delhi,Delhi,Cushion Cover
10938,462,40663796,Ekart,1,COD,Pune,Maharashtra,Toothpaste
10939,2543,77059341,XpressBees,4,Prepaid,Bangalore,Karnataka,Electric Kettle
10940,2365,55969561,Ekart,4,COD,Mumbai,Maharashtra,Garbage Bags
10941,2288,47115017,XpressBees,2,COD,Mumbai,Maharashtra,Garbage Bags
10942,3105,83114838,XpressBees,3,COD,Hyderabad,Telangana,Hand Wash
10943,3381,85031970,Ekart,4,COD,Chennai,Tamil Nadu,Floor Cleaner
10944,1084,19940942,Ekart,1,Prepaid,Hyderabad,Telangana,Dish Soap
10945,1739,72233140,XpressBees,1,COD,Chennai,Tamil Nadu,Water Bottle
10946,927,97532924,Ekart,3,COD,Bangalore,Karnataka,Bucket
10947,2830,16218668,Ekart,3,COD,Kolkata,West Bengal,Bucket
10948,3631,55967528,XpressBees,2,Prepaid,Bangalore,Karnataka,Mop
10949,4551,72952476,XpressBees,4,Prepaid,Chennai,Tamil Nadu,Garbage Bags
10950,3035,73469374,Ekart,4,COD,Pune,Maharashtra,Curtains
10951,3976,23224872,Ekart,4,COD,Kolkata,West Bengal,Dish Sponge
10952,226,46073387,Ekart,3,Prepaid,Kolkata,West Bengal,Dish Sponge
10953,3277,49024767,XpressBees,3,COD,Pune,Maharashtra,Bucket
10954,3156,72139826,XpressBees,3,Prepaid,Delhi,Delhi,Shampoo
10955,703,27047092,Ekart,2,COD,Kolkata,West Bengal,Mop
10956,3549,65516940,XpressBees,3,Prepaid,Bangalore,Karnataka,Laundry Detergent
10957,4246,25589625,Ekart,4,COD,Pune,Maharashtra,Soap Bar
10958,3633,34002203,XpressBees,2,COD,Mumbai,Maharashtra,Toilet Cleaner
10959,3467,67032999,XpressBees,3,Prepaid,Pune,Maharashtra,Storage Container
10960,3468,16682218,XpressBees,3,Prepaid,Kolkata,West Bengal,Curtains
10961,3897,77111374,ShadowFax,3,COD,Chennai,Tamil Nadu,Laundry Detergent
10962,1892,22989245,Ekart,1,COD,Delhi,Delhi,Mop
10963,2961,34739508,XpressBees,4,COD,Pune,Maharashtra,Storage Container
10964,3576,21942128,Ekart,4,COD,Pune,Maharashtra,Dish Soap
10965,3517,39501643,XpressBees,1,Prepaid,Mumbai,Maharashtra,Toilet Cleaner
10966,1745,84560285,Ekart,3,COD,Ahmedabad,Gujarat,Dish Soap
10967,1305,38295363,Ekart,1,COD,Mumbai,Maharashtra,Dish Sponge
10968,3130,50420902,XpressBees,1,COD,Kolkata,West Bengal,Mop
10969,2972,47204587,Ekart,1,Prepaid,Bangalore,Karnataka,Floor Cleaner
10970,3172,82837082,XpressBees,1,Prepaid,Hyderabad,Telangana,Water Bottle
10971,1954,56769617,XpressBees,2,Prepaid,Chennai,Tamil Nadu,Toothpaste
10972,4121,52613390,Ekart,4,COD,Hyderabad,Telangana,Dish Soap
10973,4762,26699809,XpressBees,1,Prepaid,Hyderabad,Telangana,Soap Bar
10974,2808,65836886,ShadowFax,3,COD,Bangalore,Karnataka,Garbage Bags
10975,3602,34670425,ShadowFax,1,Prepaid,Delhi,Delhi,Dinner Plate Set
10976,1432,58842889,Ekart,4,COD,Kolkata,West Bengal,Toothpaste
10977,301,18343007,XpressBees,3,Prepaid,Delhi,Delhi,Bucket
10978,3607,83236823,Ekart,2,COD,Mumbai,Maharashtra,Hand Wash
10979,4312,81916835,XpressBees,4,COD,Chennai,Tamil Nadu,Toothpaste
10980,674,53436553,ShadowFax,1,COD,Delhi,Delhi,Dish Soap
10981,636,16180193,XpressBees,4,Prepaid,Kolkata,West Bengal,Bucket
10982,1725,26390521,Ekart,1,COD,Hyderabad,Telangana,Soap Bar
10983,2222,89788429,Ekart,3,COD,Ahmedabad,Gujarat,Dish Soap
10984,485,32338756,Ekart,3,Prepaid,Mumbai,Maharashtra,Bucket
10985,3381,81938577,XpressBees,3,Prepaid,Hyderabad,Telangana,Storage Container
10986,574,92823605,XpressBees,1,Prepaid,Mumbai,Maharashtra,Electric Kettle
10987,517,15504263,ShadowFax,3,COD,Chennai,Tamil Nadu,Dish Sponge
10988,3700,25462750,XpressBees,1,COD,Hyderabad,Telangana,Cushion Cover
10989,1054,20762859,Ekart,2,COD,Ahmedabad,Gujarat,Cushion Cover
10990,4958,26017979,XpressBees,1,COD,Ahmedabad,Gujarat,Dish Sponge
10991,1305,20227852,XpressBees,1,Prepaid,Ahmedabad,Gujarat,Air Freshener
10992,4859,37837578,XpressBees,3,Prepaid,Kolkata,West Bengal,Air Freshener
10993,4220,36379151,ShadowFax,3,Prepaid,Ahmedabad,Gujarat,Curtains
10994,2090,84497744,XpressBees,2,Prepaid,Kolkata,West Bengal,Curtains
10995,4905,16326072,XpressBees,1,Prepaid,Kolkata,West Bengal,Hand Wash
10996,3672,39110501,XpressBees,2,COD,Kolkata,West Bengal,Broom
10997,4480,23583884,Ekart,2,Prepaid,Ahmedabad,Gujarat,Cushion Cover
10998,4258,91575724,Ekart,1,COD,Chennai,Tamil Nadu,Mop
10999,4857,71079911,Ekart,4,Prepaid,Hyderabad,Telangana,Bucket
11000,2813,50831623,Ekart,2,COD,Delhi,Delhi,Floor Cleaner
11001,2303,35533266,XpressBees,1,Prepaid,Bangalore,Karnataka,Dinner Plate Set
11002,3220,72317225,XpressBees,2,COD,Pune,Maharashtra,Bucket
11003,1066,57841911,ShadowFax,3,Prepaid,Bangalore,Karnataka,Soap Bar
11004,3532,68845262,Ekart,4,COD,Pune,Maharashtra,Dinner Plate Set
11005,788,22779253,Ekart,3,Prepaid,Hyderabad,Telangana,Water Bottle
11006,4343,25819206,ShadowFax,3,Prepaid,Bangalore,Karnataka,Floor Cleaner
